JOB DESCRIPTION	JOB CATEGORY
"Job Description Job Objective: House/Property Manager is responsible for overseeing the general operations of a home/bungalow. He needs to plan, coordinate, monitor and help in day to day home activities. Need to manage entire staff of the house (cook, Gardner, security, pool in charge, electrician, plumber) delegate work accordingly and handle the administration of monthly expenses, bills. Job Description: Managing the households schedules and calendars Event planning, organizing, and coordination Arranging appointments for personal and professional needs Scheduling home maintenance and repair work, and supervising the project Handling household bills and administrative duties Running errands and performing necessary tasks Supervision of other household staff, such as housekeepers, private chefs, security staff Shopping for food, supplies, and other requested items Detailed Responsibilities: 1. House assistants: Daily Attendance keeping, appointment, replacement arrangements Police verification, Reference checks Leave Management 2. Telephone/Mobile Arrangements of new connections, bill payment and activation/deactivation of services 3. Cook and Gardner Ensure availability of cook at all point of time and supervise the work of gardens 4. House Management Regular supervision at the residence to ensure smooth functioning Ensure fire safety norms installed, ensure all the civil work for the residence is done in consultation with the family and checking all the plumbing and gardening work Payment of monthly bills 5. Maintenance of different equipment at the Residence AMC to be taken for all the high value equipment and periodic service of all equipment and vendor payments 6. Vehicle Management Refuelling of vehicles, periodic maintenance of vehicles and up keeping of the vehicles (interior and exterior) 7. Guest Management/ Gift Management Arrangement for gifts based on occasion and coordination for listing out guests for gifts and ensure timely delivery 8. Party/functions at Residence Ensure all the required arrangements as specified by the family members Guest management to be done as per the guidelines given Behavioral Skill Set Required: Good Communication Skills (English/Hindi) Decision Making Skills Negotiation Skills Skills set Required: Very good written & verbal communication Good Interpersonal relations & team cohesiveness Problem solving & multi-tasking capability Planning and organizing skills Timely decision making The person should be from Dadar/Prabhadevi/Parel or Worli (nearby areas) Salary: INR 3,50,000 - 4,00,000 P.A. Industry:Travel / Hotels / Restaurants / 3s / Railways Functional Area:HR, Recruitment, Administration, IR Role Category:Administration/Facility Management Role:Manager / Sr Manager - Facility Management Keyskills AdministrationSecurityCommunication SkillsVendor PaymentsOrganization SkillsVerbal CommunicationFire SafetyLeave ManagementEvent PlanningVehicle Management Desired Candidate Profile Please refer to the Job description above Company Profile Wadia Techno-Engineering Services Ltd. www.wadiaengg.com Recruiter Name:ritesh sharma Contact Company:Wadia Techno-Engineering Services Ltd. Telephone:67339411 Address :raheja Point 1, Pt. Jawaharlal Nehru Rd.,, Vakola, Santacruz east Reference Id:Property Manager"	3
"Job Responsibilities: Make end-to-end travel arrangements for Domestic and International travel which include railways, airways, hotel bookings. Independent handling of travel help desk Handling international/domestic ticketing, visa/insurance handling Hotel booking/guest house for personnel on tour Co-ordination with internal employees as well as vendors Arrangements for seminars, trainings, conferences, and events Co-ordination with travel agents and 3s to book the air tickets on requirement of internal department And managing hotel booking and allotment of car to employee and guest. A travel executive will also resolve queries of customers regarding ticketing/reservation/tours etc. Requirements: Excellent communication skills Strong coordination skills Knowledge of travel norms, knowledge of visa, forex and passport related formalities Knowledge of ticketing and reservation Some experience in international ticketing Good knowledge of the internet. Job Type: Full-time Experience: work: 1 year (Required) Education: Bachelor's (Preferred) Location: Mumbai, Maharashtra (Required) Language: English (Required)"	3
Dear Candidate Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff and Ticketing Executive Cabin Crew ResponsibilitiesWelcoming passengers on board and directing them to their seats Informing passengers of the aircraft safety procedures and ensuring that all hand luggage is securely stored away Checking all seat belts and galleys are secure prior to take-off Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments Selling duty-free goods and advising…	3
"SkillSet: scan, commercial, secondary research, consulting, operations. 1. Act as the central node for generating POVs/Thought Capital for Airport sector 2. Conduct primary and secondary research to develop POVs addressing the key issues/challenges being faced by the sector 3. Liaise with Accenture project teams (working with Airports) to ensure that the POVs/Thought Capital are relevant to the current challenges being faced by our airport clients 4. Scan the market for start-ups which are focused on technology innovations in the airports sector. Manage the relationships with start-ups and work them to create POCs for Accenture clients 5. Work with 3rd part technology vendors (established vendors focused on the airport sector) to create customized solutions for Accenture clients 6. Thought capital will have to be generated in the following areas (Illustrative, Non-Exhaustive) a. Creating physical touchpoints leveraging AR/VR across the airport will improve passenger experience and also increase non-aero revenues. b. Managing operations leveraging a digital twin will significantly improve efficiencies across the airport c. Leveraging Blockchain, Airports can share passenger information with other airports and 3s in a secure manner to improve the overall experience for passengers d. Based on the millions of touchpoints (and hence the data generated)with passengers across the terminal, Airports have an opportunity to deploy AI for developing unique insights both for improving efficiencies and increasing revenues e. Generating actionable insights from airport database or what changes should be made to make data actionable f. Benchmarking with leading airports Aerotropolis models, Airside processes, Metrics (throughput, non-aero revenue etc) Requirements: 1. Must be able to collaborate with client executives, research teams, and Accenture project delivery team 2. Strong business knowledge, understanding of a variety of business practices, and familiarity with the airport operations. 3. Must have excellent interpersonal skills and the ability to persuasively sell ideas. 4. Superior research and analytical skills to track and predict trends 5. Excellent report preparation skills Education/Experience: 1. Overall 3-6 years of experience 2. Consulting or Operational/Commercial experience with Airports 3. MBA degree preferred Experience: 3-6 years of progressive business and consulting experience.,"	3
"Airport Manager Hiring Freshers Cargo Supervisor and Loader Staffs For Kolkata. Hiring 3s Companies: Spicejet, Indigo, JetAirways, Vistarta...etc. Job Location: - Kolkata and Bhubaneswar Responsibilities and Duties Cargo Supervisor and Loader Staffs. Responsibilities and Duties CARGO DEPARTMENT: Only Male Can Apply. Qualification: - 12th Pass and Above, 10th Pass Candidates Can Apply For Loader. Age- 18 Years to 35 Years. Salary- 16,500/- to 26,500/- Per Month. Must be Physically Fit and free from any disease. Job Types: Full-time, Part-time, Fresher, Walk-In Education: Secondary(10th Pass) (Preferred)"	3
"Job Summary: - Immediate hiring is going on for Ground operation Staff to our Company. Applicants will be responsible for the services like safety of Passengers travelling, welcoming/greeting the Passengers, giving the information of travel timings, boarding time, booking passengers tickets, Managing their baggage, addressing the passenger's queries, assure security, and handling the day to day operational activities. Responsibilities and duties: - Applicant will be responsible for day to day operations at the airport. Receiving/welcoming the passengers in a pleasing personality. Helping passengers in getting their luggage. Checking the passenger's baggage. Booking and re-booking the passenger's tickets. Ensure Safety and security check. Helping the passengers to check in their baggage at the counters. Scanning the passenger tickets Supporting/helping passengers with all problems, including lost luggage/equipment. Required Qualifications and skills: - Mandatory qualification: 10th pass. 10th, 12th, dropped out, graduates can too apply. (Freshers are most welcome) Pleasing personality. Age limit: 18 to 28 years. Best communication skills. Required Language: English, Hindi, Bengali Basic Computer Knowledge is a must. Benefits: - Provident Fund is available Attractive Reward Cab Convenience Medical Insurance Extensive Incentive Lunch will be given Free trip/Flight tickets. Customer Bugs Overtime allowance is available For More Information Contact : - Shreya - 8697481434 Tags: - 12th pass, immediate hiring, freshers jobs, 10th pass, Fresher, Hotel, Company, good salary, any degree, Urgent requirement, walk-in interview, new graduate, logistics, part-time Job Type: Full-time Salary: ?25,000.00 to ?40,000.00 /month Education: Secondary(10th Pass) (Preferred) 30+ days ago - Is there a problem with this job? Call and whatsapp hr 9717574106"	3
Job DesciptionHiring for International 3s CHAT Process Excellent opportunity to work with a reputed 3 processContact Person - Shehzeen ShaikhContact Number - 9167012202Eligiblity Criteria - Should be flexible working in 24 7 rotational shifts and rotational week offs - Undergraduates Graduates can apply - Chat Exp Mandatory- Excellent verbal communication English - Should be within Transport Boundary Transport Bounderies CST to vashi Harbour CST to Thane central Churchgate to Mira Road western Thane to Turbe Trans Harbour Line Interested candidates can walk in for an interview from…	3
Dear Candidate Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff and Ticketing Executive Cabin Crew ResponsibilitiesWelcoming passengers on board and directing them to their seats Informing passengers of the aircraft safety procedures and ensuring that all hand luggage is securely stored away Checking all seat belts and galleys are secure prior to take-off Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments Selling duty-free goods and advising…	3
"Looking for Airport Ground Staff, Graduates / Undergraduates both can apply. A candidate is required to attend the passengers at different Airport counters during arrivals and departures of the flight. Helping and assisting the passengers , Freshers can also apply. CONTACT HR 9716098569"	3
Greeting of the dayAircraft Maintenance Technician or Aeronautical EngineerSkill Set Aerospace Engineering Aircraft Maintenance 3s Required Aircraft Maintenance Technicians or Aeronautical Engineer for India or Overseas Freshers as well as Experienced Technicians or EngineerSalary Package Best in Industry other benefitsJob Duties of Aircraft Maintenance Technician MechanicMaintenance experience required on Heavy and Light Aircraft sClean Refuel and change oil in the service aircraft Check for corrosion distortion and invisible cracks in the fuselage wings and tail using x-ray and magnetic…	3
"Job Description Job Description Under general supervision, a Global Procurement Contributor Sourcing Analyst assists and supports a specific area of supply chain management, e.g., procurement, contracting, sourcing, supplier relationship management, and process development. Depending on the Analyst’s level of experience, s/he will be asked to process contracts and purchase agreements for a given category or sub-category. S/he is expected to apply existing technology, procedures, principles, and analytical rules to routine assignments. An Analyst works closely with business partners to ensure timely delivery of appropriate solutions and solves problems which typically require the application of technical knowledge, concepts, principles, and analytical rules. Excellent written and verbal communications skills required to partner with and lead internal and external Business Partners to successful procurement of goods and services. Job Responsibilities General - Demonstrates full requirements of the functional area, exercises judgment within defined practices to determine appropriate action. Applies fundamental skills, concepts, practices and procedures to complete moderate to difficult assignments, refers more complex issues to higher levels. Works under general supervision with few direct instructions, decisions are frequently reviewed. Understands decisions and actions have impact on success of team or department. Specific - Possesses a collaborative, and relentless approach to process improvement and ability to work with category leads and business partners to achieve best in class results, specifically in areas of cost, cycle time throughput, and customer service Basic ability to support category leads in category strategy by assisting with data, and contract information on ad-hoc basis Provides assistance with operational service and support when needed Proficient at scheduling and executing daily tasks needed to provide high-quality level of service and meet timelines Active participant in Procurement Operations projects and initiatives, and focuses on providing process improvement techniques at a basic level Develop working relationships that motivate suppliers to deliver required level of service and to facilitate swift and effective resolution of issues, through basic supplier performance management techniques Job Requirements Education & Experience Undergraduate degree in Supply Chain Management, or related Business field 1-2 years professional work experience – including use of Supply Chain / Procurement systems Awareness of supply chain management processes Good analytic skills, ability to understand strategies and business-related concepts Awareness of financial indicators and ability to perform sound economic analysis Good organizational and time management skills Ability to contribute strategically to the broader needs and goals of the organization, as well as drive superior performance through hands-on, day-to-day management Ability to handle multiple project simultaneously Ability to expand role and take on more responsibility over time, and possesses natural leadership tendencies Must be self-motivated and fully aware of the implications of his/her actions Excellent written and verbal communication skills Ability to promote highly ethical practice of the Procurement function Sabre Corporation is the leading technology provider to the global travel industry. Sabre’s software, data, mobile and distribution solutions are used by hundreds of 3s and thousands of hotel properties to manage critical operations, including passenger and guest reservations, revenue management, flight, network and crew management. Sabre also operates a leading global travel marketplace, which processes more than US$120 billion of global travel spend annually by connecting travel buyers and suppliers. Headquartered in Southlake, Texas, USA, Sabre serves customers in more than 160 countries around the world."	3
"Post - G.R.E, P.S.A,C.S.A,Loader / Cargo Supervisor Criteria needed : - Qualification : 10 pass and above Experience : Fresher Skills : Good communication skill , Age : 18 to 35 years ( for male ) 18 to 30 years ( for female ) Salary : 17,000 to 40,000/- per month WALKING INTERVIEW IS GOING ON CALL HR SHRUTI 9899306567"	3
Greetings from Aviation Express This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff Aircraft Maintenance and Ticketing Executive Ticket agents work at an 3s ticket or baggage counter They greet customers when they arrive at the airport They check in luggage and make seat assignments They also handle 3 ticket sales reservation changes and provide information on aircraft boarding Cabin Crew ResponsibilitiesWelcoming passengers on board and directing them to their seats Informing passengers of the aircraft safety procedures…	3
Role and Responsibilities Account reconciliation of Corporate Clients Ensure Timely payment to vendors BSP Reconciliation / BSP Accounting Generating / Preparing Bills & invoices for respective 3s / travel agents Handling reconciliation of 3s GDS/LCC & Pay to 3 Deposit. Client follow up Good in Excel formulas Qualifications and Education Requirements Any Graduate - Any Specialization Preferred Skills Preferred male candidate only & from travel background Need to have excellent communication skills. Have worked in software like ERP / Navision Atleast 2+ yrs of experience in the same.	3
"Job Description Under direct supervision, provides customer service and account management to medium and large accounts. The position is responsible for Customer Service, Contract Management, Billing, Reporting and Ordering tasks. Job tasks include but are not limited to: building strong relationships with customers, acting as main point of contact to address questions, issues and provide assistance via phone or e-mail, performing contract analysis and quality controls, system setups, manual billing, portfolio preparation, invoicing, payment process, regular and ad-hoc reporting, new account creation/deletion, product and TA ordering, and product advocacy. Job Requirements EDUCATION: Please contact your Human Resources Representative. EXPERIENCE: Minimum 1 year experience. Proficient computer software skills. Good written and verbal communication skills. Sabre Corporation is the leading technology provider to the global travel industry. Sabre’s software, data, mobile and distribution solutions are used by hundreds of 3s and thousands of hotel properties to manage critical operations, including passenger and guest reservations, revenue management, flight, network and crew management. Sabre also operates a leading global travel marketplace, which processes more than US$120 billion of global travel spend annually by connecting travel buyers and suppliers. Headquartered in Southlake, Texas, USA, Sabre serves customers in more than 160 countries around the world."	3
r 1 Participate in various optimization algorithm developments required time to time r 2 Implementation of software architecture by software programming using techniques of optimization tools of math programming such as MATLAB r 3 Software programming to ensure interaction within existing ERP database business logic presentation tier and variousoptimization solvers r 4 Undertake training of subordinate software engineers and testers r 5 Adhering to documentation control standards and processes maintaining high standards of quality will be a key requirementr 6 Continued R D on latest development…	3
Dear Candidate Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff Aircraft Maintenance and Ticketing Executive Cabin Crew ResponsibilitiesWelcoming passengers on board and directing them to their seats Informing passengers of the aircraft safety procedures and ensuring that all hand luggage is securely stored away Checking all seat belts and galleys are secure prior to take-off Making announcements of behalf of the pilot and answering questions during the flight Serving meals and refreshments Selling duty-free…	3
"CONTACT HR 9557254495 Responsibilities: 1.To ensure passenger comfort, the ground crew is responsible for all cabin services 2. Answering question and assisting passengers with various needs 3. Taking reservations and issuing tickets"	3
"Follow up with Existing Clientage to ensure that collections are done on time. Work closely with corporate clients and ensure that services are being given within the the prescribed credit limit. Work in coordination with Sales and operation teams Salary: INR 2,50,000 - 5,00,000 P.A. Industry: Travel / Hotels / Restaurants / 3s / Railways Functional Area: Travel , Tours , Ticketing , 3s Role Category: Ticketing/Travel/Documentation Role: Operations Executive Employment Type: Permanent Job, Full Time Job Type: Full-time"	3
"Job Description Supervises a team responsible for contract management, billing and payments, ordering, commercial contract issues, administration of licensing agreements including renewal, new business, invoicing, credit holds, receivable issues and consolidations. Clearly communicates goals and leads to results. Anticipates problems and initiates actions to ensure customer orders are processed efficiently. Provides guidance within established company policies. Resolves issues and interfaces with appropriate levels of senior management. Job Requirements EDUCATION: Please contact your Human Resources Representative. EXPERIENCE: Minimum 5 years related experience; prior supervisory experience preferred. Excellent written and verbal communication skills. Ability to handle multiple projects simultaneously. Ability to lead team and to delegate to subordinates. Sabre Corporation is the leading technology provider to the global travel industry. Sabre’s software, data, mobile and distribution solutions are used by hundreds of 3s and thousands of hotel properties to manage critical operations, including passenger and guest reservations, revenue management, flight, network and crew management. Sabre also operates a leading global travel marketplace, which processes more than US$120 billion of global travel spend annually by connecting travel buyers and suppliers. Headquartered in Southlake, Texas, USA, Sabre serves customers in more than 160 countries around the world."	3
"Looking for Airport Ground Staff, Graduates / Undergraduates both can apply. A candidate is required to attend the passengers at different Airport counters during arrivals and departures of the flight. Helping and assisting the passengers , Freshers can also apply. CALL HR 9716875425"	3
"Profession: Facilities Services Work Location: Middle East, India & Africa-Lebanon-Beirut Schedule:Full-time Description ABOUT US Welcome to SITA... We lead one of the most exciting and advanced industries on earth. Around the world, nearly every passenger flight relies on SITA technology, almost every airport and 3 does business with us, and it’s our job to support their operations. As the world's leading air transport IT and communications specialist, we’re committed to meeting the demands of the air transport industry around the clock, every day. Our Vision: Easy air travel every step of the way WHY SHOULD YOU BE INTERESTED? With us there are no limits for people looking to explore the edges of possibility and beyond. Together, we Go.Far. Challenge: Our people take on some of the biggest challenges in our industry. They aren't afraid to think bigger, work harder and deliver smarter solutions that are continuously transforming air travel. Opportunity: Taking on these challenges opens up a world of opportunities for our people. We make sure they have the chance to develop their skills, explore new horizons and grow their careers on a global scale. At SITA we believe that creating and nurturing an inclusive culture is about who we are as an organisation, and as an employer. Diversity is more than a target to us, it’s a key part out of our collective identity and values. THE ROLE To manage SITA Corporate Services (CS) Operational Budget and Business Performance. To ensure that proper financial governance is respected in all CS financial matters (Budgeting, Business casing, Monthly Reporting, Forecasting). To manage the relationship with Central Finance and act as a SPOC for all CS financial matters. Be the advisory and validation point to CS staff for their budget performance, cost savings initiatives, contract renegotiations, etc... Develop and Implement various financial templates to simplify Business Cases discussions and ensure proper alignment with other departments Conduct internal benchmarking of our major cost elements, challenge and raise discrepancies Managing the Operational budget business performance Analyse monthly financial reports and produce a deep-dive detailed analysis of the variances; seek explanations and propose corrective actions for a proper reforecast. Provide monthly expenditure reports to the Facilities Managers and answer any question or clarifications they may need on the contents aligned to the financial business partner of the division. Monitor and resolve issues and errors in monthly reporting and secure the good understanding of the budget owners of their costs and cost variances Assist the site and facilities managers in the preparation and validation of the financial analysis for business cases submissions acting in full alignment with the business finance team. Liaise with the appropriate finance and accounting teams to solve payments, recording or accounting issues and discuss system improvements Coordinate the division budget and forecast preparation acting in between central finance and the Site & Facilities Managers Liaise with various financial bodies to provide input to the S&F team on various questions, processes and financial related policies. Liaise with various financial bodies and advise S&F Managers on financial matters (charge capex/opex, how to solve system issues, SFS, project costs. Ensure that Project costs are respected and analyses project closure actuals with budgeted costs. Coordinate Project costs budget and forecast. Assist in establishing a more accurate project costing estimation based on closed projects costs performance. Qualifications EXPERIENCE, KNOWLEDGE & SKILLS Several years of experience in a Facilities function in a large national or multi-national organization including supervisory experience related to the financial performance of the function. Fundamental knowledge of SITA’s internal financial process and systems. Good knowledge SITA Corporate Services organization structure and SITA finance organization. Experience with lease management and supplier’s contract management. Good knowledge of SITA business case model and approval process. Knowledgeable in using CAFM/Archibus. Able to work with global teams and across multiple regions. Knowledge about financial systems and models. Good mastering of MS office tools and Excel in particular PROFESSION & CORE COMPETENCIES Financial Acumen Results Orientation Communication – Written and Verbal Creating & Innovating Developing Talent Impact & Influence Leading Execution EDUCATION & QUALIFICATIONS Professional diploma / Degree in Business Administration or Finance Administration required. If you apply, we will review your fit against the position criteria and feedback to you. If your profile does not meet the criteria, we will retain your profile as an active applicant for future consideration. If you need direct support, you can contact me on urvashi.sharma@sita.aero. #LI-US1 Job Posting: May 17, 2019, 4:37:21 AM"	3
CONTACT HR 9716098569 The job of ground staff is vast and varied They have to perform various works from commercial to technical handling for safe and steady departure and arrival of an aircraft They work at airports to keep airplanes running efficiently From welcoming passengers to an aircraft take-off airport ground staff and air operations personnel play a crucial role in areas such as commercial activities 3 operations and the running of airports Ground staff work sInside the airport terminal Checking passengers in for flightsRe-routing or re-booking passengers whose flights have been cancelled or delayedAssisting…	3
"3 Allied Services Limited invites applications from Indian Nationals/Ex-Patriates for filling up of following vacancies Sr. Trainee Pilots (Trainee P1) No. of Vacancies: 20 Place of postings: Delhi, Kolkata, Bengaluru, Hyderabad, Mumbai, Chennai, Vishakhapatnam, Jaipur Academic Qualifications: 10+2 (With Physics & Maths) from a recognized Board,University. Upper Age limit: 53 years Experience:0-5 Years Location:Delhi Kolkata Bengaluru Hyderabad Mumbai Chennai Vishakhapatnam Jaipur Education:10+2 (With Physics & Maths) Company:3 Allied Services Limited Last Date:13 Nov 2019"	3
"We are seeking Travel Counselors/Consultants whose duties will include serving the pilgrims going to Hajj & Umrah from US, UK, Canada, Guyana. Education: Bachelors would be preferred *: Planning and booking domestic and international travel itineraries to include computerized 3 ticketing Knowledge and Skills: Minimum of 1+ years’ experience REQUIRED GDS system experience is REQUIRED (SABRE, Apollo, or Amadeus) Strong knowledge of international fare construction and 3 routing principles including tax rates Should be aware of Sales techniques Possess good communication skills with the ability to effectively and clearly articulate with travelers Use knowledge and all available resources, including tools and peer network, to effectively, thoroughly and sometimes creatively, resolve traveler's issue Ability to: To sell travel programs/products Sell travel products Communicate effectively in the work environment and with the public Perform basic mathematical calculations including percentages to complete travel sales transactions Solicit travel client prospects Always operate with a sense of urgency and interest and convey that to the traveler with their actions Be highly productive Must be open to feedback and work well in a new learning environment Be self-motivated and demonstrate initiative with a strong commitment to goals, objectives and work ethic Timings: Full-time Monday – Saturday 7.30 PM – 4.30 AM IST/India Location: Hyderabad, India Job Type: Full-time Salary: ₹300,000.00 to ₹500,000.00 /year Experience: work: 1 year (Required) Education: Bachelor's (Required) Location: Hyderabad, Telangana (Required) Licence: IATA (Required) Language: English (Required) Shifts: Graveyard (Required) Evening (Required) Required Documents: Aadhar Card (Required)"	3
Dear Candidate Greetings of the day This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff Aircraft Maintenance and Ticketing Executive Cabin Crew ResponsibilitiesWelcoming passengers on board and directing them to their seats Informing passengers of the aircraft safety procedures and ensuring that all hand luggage is securely stored away Checking all seat belts and galleys are secure prior to take-off Making announcements of behalf of the pilot and answering questions during the flight Serving meals and refreshments Selling duty-free…	3
Job Summaryr Greetings of the day r This is to inform you that we do have the job openings in aviation industry for the profiles of Cabin Crew Ground Staff and Ticketing Executive r Loaction available Kolkata Mumbai Bhubaneswar etc airport r Urgently Requirer Female Cabin Crew Air-hostess for Leading Domestic 3sMale female Ground Staff Ticketing Reservation Baggage Security etc Guest Service Officers GRE F B Service Front Office for Airport LoungesCALL FOR INTERVIEWr HR Executive 8423863965r Responsibilities and Dutiesr Responsibilitiesr Checking passengers in for flights Re-routing or re-booking…	3
Call HR 9406924073 RESPONSIBILITIES Act as a catalyst for the organization by being a brilliant representative of the company. Comprehend the clients' needs and communicate ideas to the creative team along with guiding the entire campaign-building process. Juggle effectively between multiple client's needs and ensure the timely delivery of the projects that meet the expectations and objectives of the clients. Equip oneself fully about the diverse nuances of the client's business and communicate the same to the creative team. Manage effective communication between the management and the team. Maintain healthy client relationships by being a responsible face of the company.	3
"2 - 3 Years Navi Mumbai Job Description Dear Candidates, greetings from Intelact Business Solutions!!!! urgently Looking for ""software Programmer"" for Well Reputed Firm. Please Find Below the Job Detail: 1.position: Software Programmer 2. Qualification: Graduate 3.tech Qualification: Visual Basic 6 Coding, Crystal Reports and Sql 2000 4.experience: 2-3 Years 5.duration of the Position - Permanent. 6.salary : 15000 - 20000 Pm. 7.brief About Company Profile: we are General Sales Agents for International and Domestic 3s and We Handle the Revenue and Financial Accounting for Them. 8. Skills Required: Good / Excellent Communication in English / Dedicated Towards Work / Good Presentation Skills. females Can also Apply. Salary 49 Thousand 9 Hundered 90 9 To 2 Lac 50 Thousand P.A. Industry IT Software - System Programming Work Experience 2 - 3 Years Qualification Professional Degree Key Skills Software Programming Company Profile Email ID intelact17@gmail.com"	3
CONTACT HR 7669388367 Job Summary We are hiring for Airport Staff on immediate basis....interested candidate needs to apply for us to reach them. Responsibilities and Duties Reservation and Ticketing (Manual and Computerize both). Handel Passenger Queries and address passengers grievance Handel day to day operational task Preparation of daily/monthly service report Baggage Handling	3
"Job Description SOURCING GUIDELINES Candidates working in dynamic pricing / price structuring environment Candidates should be able to do market research, comparative studies, etc Candidates from 3, Hotels and Media companies (Zee Cinema, Star, etc) working in the pricing department MBA preference Price, negotiate and structure deals with the business development teams Build pricing scenarios on-the-fly to suit client's budget for critical transactions Develop sector specific knowledge using primary and secondary research Closely study market share and competitions pricing strategy to develop GTM offers for the sales team Based on market insights, co-create value proposition for clients in consultation with the national heads Formulate national schemes, ideate print innovations and develop palatable price points Interact regularly with function heads, branch heads & vertical heads in order to support business objectives & highlight concern areas Share & implement pricing guidelines & best sales practices among branches to augment revenues Skill Required - SQL and Excel Job Type: Full-time Salary: ₹2,000,000.00 to ₹3,000,000.00 /year Experience: price structuring: 10 years (Required) Dynamic pricing: 10 years (Required) Education: Bachelor's (Preferred)"	3
"Hiring for the jobs for the position of Air Ticketing Ground Staff Cabin Crew Maintenance Engineer Key Responsibilities Welcome passengers on board and directing them to their seats Providing Information and safety procedures to the passengers Checking all seat belts and galleys are secure prior to take-off Making announcements on behalf of the pilot and answering questions during the flight Serving meals and refreshments Selling duty-free goods and advising passengers of any allowance restrictions in force at their destination Reassuring passengers and… Contact Hr 8O53O-86568 Job Type: Full-time Salary: ₹22,000.00 to ₹33,000.00 /month Experience: work: 1 year (Preferred) Education: Secondary(10th Pass) (Preferred)"	3
"Manage bookings which include domestic, international flights, Rail. Provide information on products/services- Visa, forex,Health Regulations/ Insurance Handle refund & cancellation of Domestic/Int. airÂ tickets Co-ordinate with client/implant teams. Salary: INR 3,00,000 - 4,50,000 P.A. Industry: Travel , Hotels , Restaurants , 3s , Railways Functional Area: Travel , Tours , Ticketing , 3s Role Category: Ticketing/Travel/Documentation Role: Reservations Executive Employment Type: Permanent Job, Full Time Graduate with Diploma in Travel & Tourism Preferred Effective communication skills along with active listening Excellent knowledge of computer reservations systems,GDS systems & e-travelling Ability to interact, communicate and negotiate Education- UG: Any Graduate - Any Specialization Job Type: Full-time"	3
"Job Title/Designation: Chief Operating Officer Job Description: Key Responsibilities: Supervision of key functions: Branch Operations (70%), HR (15%), Procurement, admin (15%) Scope to add more functions for a suitable candidate Ensuring stringent service quality control with strong focus on adherence + improvement of underlying processes/ SOPs Second level of operational guidance/ support/ backup for every centre, assisted by regional operations managers Recruitment and supervision of centre heads, branch managers Relationship management of corporate partners Revenue and profitability at area and branch level Reporting to CEO Atleast advance proficiency in excel is required Ideal Candidate Profile Preferably a mother Demonstrated expertise in building and delivering highly process-driven operations in sensitive service areas Demonstrated ability of having trained, superviseed and managed large teams, quality-benchmarked operations Ability to command professional respect and reporting from principals/ large corporate partners Prior experience in client relationship management/ teaching / Six Sigma/ Quality control will be a great advantage Willingness to step into the Centre Head’s shoes and directly run/ turnaround any centre operations (rarely but importantly) Willingness to travel across key cities Prior Experience 8+ yrs experience in training/ operations experience in 3s/ armed forces/ hospitality OR school/ retail branch operations OR suitable experience in management cadre of a large corporate Education At least post graduate/ graduate in any field Compensation: Negotiable, with possibility of ESOPs for exceptionally qualified candidate (equity stock options) About Employer Little Big World is a chain of non-franchised corporate daycare centres run on very high quality standards inside large corporate offices, factories or corporate parks, catering to young mothers returning to work. Already present across large companies and corporate parks in Pune, Bangalore and Hyderabad, Little Big World has ambitious growth plans in other cities with continuous improvement on high quality standards and professional work environment. The work culture here is very entrepreneurial yet professional, offering tremendous learning and growth opportunity with the obvious excitement and challenges of a fast-paced startup organization. More on www.littlebigworld.in Experience: 15+ years Job Type: Full-time Location: Pune, Maharashtra (Required)"	3
"Post info: - Customer Service Associate, Customer Service Executive Passport Checking Staff, Ticketing Checking Staff Guest Relationship Executive, Passenger Handling Offered salary scale: 18000/- to 28500/- (As per designation) Others benefits: PF + E.S.I. + Overtime and others. 3s authority going to hire fresher for different post. All interested fresher, who want to make their career in Aviation Industry they can apply. Eligibility criteria details given below: Require qualification criteria: From 10+2 pass to any basic Graduate, candidate can apply. Require age criteria: Age must be within 18 years to 30 years Others require criteria: Must fluency in Hindi and English. Comfortable to relocate in any part of India. Job location: Kolkata Mode of selection: Walk-in / Documents verification. Job Summary Job Type : Full Time Job Role : Passport Checking Staff Job Category : Hiring Process : Walk - In, Face to Face Interview, Group Discussion Who can apply : Freshers and Experienced (0 to 0.6 Years ) Contact Person Mr. Akshay 7428452707"	3
